"anID","nAnimals","simulation","area_50p","area_75p","area_90p","area_95p","area_99p","allDuration","allMigs","allAnimalYrs","newAnimalDuration","newAnimalMigs","projName","UD"
"100",30,37,358,729,1109,1315,1658,NA,NA,NA,NA,NA,"sim2","winter"
"100",171,10,707,1413,2161,2603,3298,NA,NA,NA,NA,NA,"sim2","winter"
"100",174,42,667,1358,2105,2545,3260,NA,NA,NA,NA,NA,"sim2","winter"
"100",143,8,622,1303,2021,2423,3036,NA,NA,NA,NA,NA,"sim2","winter"
"100",115,69,673,1310,1957,2331,2904,NA,NA,NA,NA,NA,"sim2","winter"
"100",130,9,643,1270,1965,2348,2931,NA,NA,NA,NA,NA,"sim2","winter"
"100",4,2,66,133,212,259,346,NA,NA,NA,NA,NA,"sim2","winter"
"100",120,32,644,1302,1998,2403,3003,NA,NA,NA,NA,NA,"sim2","winter"
"100",243,60,733,1460,2284,2786,3627,NA,NA,NA,NA,NA,"sim2","winter"
"100",187,90,742,1497,2279,2724,3468,NA,NA,NA,NA,NA,"sim2","winter"
"100",118,73,647,1302,2007,2416,3005,NA,NA,NA,NA,NA,"sim2","winter"
"100",219,54,767,1533,2349,2832,3621,NA,NA,NA,NA,NA,"sim2","winter"
"100",154,48,695,1350,2056,2469,3159,NA,NA,NA,NA,NA,"sim2","winter"
"100",9,18,161,326,512,619,814,NA,NA,NA,NA,NA,"sim2","winter"
"100",63,78,531,1074,1649,1970,2464,NA,NA,NA,NA,NA,"sim2","winter"
"100",211,63,713,1457,2290,2776,3543,NA,NA,NA,NA,NA,"sim2","winter"
"100",2,94,53,112,173,209,288,NA,NA,NA,NA,NA,"sim2","winter"
"100",218,24,700,1412,2239,2746,3590,NA,NA,NA,NA,NA,"sim2","winter"
"100",187,28,712,1434,2271,2777,3589,NA,NA,NA,NA,NA,"sim2","winter"
"100",37,72,406,811,1221,1452,1816,NA,NA,NA,NA,NA,"sim2","winter"
"100",108,20,543,1168,1872,2290,2940,NA,NA,NA,NA,NA,"sim2","winter"
"100",51,43,459,936,1468,1778,2271,NA,NA,NA,NA,NA,"sim2","winter"
"100",217,70,711,1416,2203,2684,3490,NA,NA,NA,NA,NA,"sim2","winter"
"100",246,26,743,1475,2285,2775,3599,NA,NA,NA,NA,NA,"sim2","winter"
"100",213,65,727,1501,2338,2833,3640,NA,NA,NA,NA,NA,"sim2","winter"
"100",14,16,207,406,620,752,977,NA,NA,NA,NA,NA,"sim2","winter"
"100",147,45,640,1304,2048,2493,3194,NA,NA,NA,NA,NA,"sim2","winter"
"100",10,36,162,314,484,586,775,NA,NA,NA,NA,NA,"sim2","winter"
"100",69,11,611,1186,1761,2077,2566,NA,NA,NA,NA,NA,"sim2","winter"
"100",2,49,41,91,143,172,231,NA,NA,NA,NA,NA,"sim2","winter"
"100",148,97,714,1406,2131,2552,3225,NA,NA,NA,NA,NA,"sim2","winter"
"100",96,86,587,1180,1792,2133,2663,NA,NA,NA,NA,NA,"sim2","winter"
"100",83,3,530,1044,1609,1939,2465,NA,NA,NA,NA,NA,"sim2","winter"
"100",70,62,486,1013,1571,1877,2361,NA,NA,NA,NA,NA,"sim2","winter"
"101",151,49,703,1413,2188,2643,3363,NA,NA,NA,NA,NA,"sim2","winter"
"101",112,83,643,1243,1856,2211,2758,NA,NA,NA,NA,NA,"sim2","winter"
"101",138,38,742,1438,2158,2566,3169,NA,NA,NA,NA,NA,"sim2","winter"
"101",214,23,719,1426,2223,2726,3571,NA,NA,NA,NA,NA,"sim2","winter"
"101",244,99,737,1485,2324,2827,3669,NA,NA,NA,NA,NA,"sim2","winter"
"101",248,5,742,1489,2323,2825,3668,NA,NA,NA,NA,NA,"sim2","winter"
"101",95,26,593,1217,1888,2269,2855,NA,NA,NA,NA,NA,"sim2","winter"
"101",51,62,444,905,1389,1654,2088,NA,NA,NA,NA,NA,"sim2","winter"
